,blk_no,street,max_floor_lvl,year_completed,residential,commercial,market_hawker,miscellaneous,multistorey_carpark,precinct_pavilion,bldg_contract_town,total_dwelling_units,1room_sold,2room_sold,3room_sold,4room_sold,5room_sold,exec_sold,multigen_sold,studio_apartment_sold,1room_rental,2room_rental,3room_rental,other_room_rental,address,postal_code
7946,506,HOUGANG AVE 8,12,1985,Y,Y,N,N,N,N,HG,114,0,0,0,114,0,0,0,0,0,0,0,0,506 HOUGANG AVE 8,530506
7947,506,JELAPANG RD,16,1996,Y,N,N,N,N,N,BP,108,0,0,0,78,30,0,0,0,0,0,0,0,506 JELAPANG RD,670506
7948,506,JURONG WEST ST 52,4,1984,Y,Y,N,N,N,N,JW,16,0,0,16,0,0,0,0,0,0,0,0,0,506 JURONG WEST ST 52,640506
7949,506,PASIR RIS ST 52,14,1993,Y,Y,N,N,N,N,PRC,51,0,0,0,0,0,51,0,0,0,0,0,0,506 PASIR RIS ST 52,510506
7950,506,SERANGOON NTH AVE 4,15,1992,Y,N,N,N,N,N,SGN,70,0,0,0,0,0,70,0,0,0,0,0,0,506 SERANGOON NTH AVE 4,550506
7951,506,TAMPINES CTRL 1,3,1989,N,Y,N,N,N,N,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0,506 TAMPINES CTRL 1,520506
7952,506,WELLINGTON CIRCLE,5,2000,N,N,N,N,Y,N,SB,0,0,0,0,0,0,0,0,0,0,0,0,0,506 WELLINGTON CIRCLE,750506
7953,506,WEST COAST DR,12,1977,Y,N,N,N,N,N,CL,151,0,0,115,33,0,3,0,0,0,0,0,0,506 WEST COAST DR,120506
7954,506,WOODLANDS DR 14,11,1997,Y,N,N,N,N,N,WL,79,0,0,0,20,59,0,0,0,0,0,0,0,506 WOODLANDS DR 14,730506
7955,506,YISHUN AVE 4,8,2016,N,N,N,N,Y,Y,YS,0,0,0,0,0,0,0,0,0,0,0,0,0,506 YISHUN AVE 4,760506
7956,506A,SERANGOON NTH AVE 4,15,1992,Y,N,N,N,N,N,SGN,70,0,0,0,0,0,70,0,0,0,0,0,0,506A SERANGOON NTH AVE 4,551506
7957,506A,WELLINGTON CIRCLE,12,2000,Y,N,N,Y,N,N,SB,77,0,0,0,0,0,77,0,0,0,0,0,0,506A WELLINGTON CIRCLE,751506
7958,506A,YISHUN AVE 4,13,2016,Y,N,N,N,N,N,YS,96,0,0,0,48,48,0,0,0,0,0,0,0,506A YISHUN AVE 4,761506
7959,506B,SERANGOON NTH AVE 4,15,1992,Y,N,N,N,N,N,SGN,70,0,0,0,0,0,70,0,0,0,0,0,0,506B SERANGOON NTH AVE 4,552506
7960,506B,YISHUN AVE 4,13,2016,Y,N,N,N,N,N,YS,96,0,0,60,36,0,0,0,0,0,0,0,0,506B YISHUN AVE 4,762506
7961,506C,YISHUN AVE 4,13,2016,Y,N,N,N,N,N,YS,106,0,0,46,60,0,0,0,0,0,0,0,0,506C YISHUN AVE 4,763506
7962,507,ANG MO KIO AVE 8,12,1979,Y,N,N,Y,N,N,AMK,151,0,0,125,22,2,1,0,0,0,0,1,0,507 ANG MO KIO AVE 8,560507
7963,507,BEDOK NTH AVE 3,14,1977,Y,N,N,N,N,N,BD,156,0,0,0,156,0,0,0,0,0,0,0,0,507 BEDOK NTH AVE 3,460507
7964,507,BISHAN ST 11,2,1989,N,Y,N,N,N,N,BH,0,0,0,0,0,0,0,0,0,0,0,0,0,507 BISHAN ST 11,570507
7965,507,BT BATOK ST 52,12,1985,Y,Y,N,N,N,N,BB,110,0,0,110,0,0,0,0,0,0,0,0,0,507 BT BATOK ST 52,650507
7966,507,CHOA CHU KANG ST 51,14,1993,Y,N,N,N,N,N,CCK,64,0,0,0,0,64,0,0,0,0,0,0,0,507 CHOA CHU KANG ST 51,680507
7967,507,HOUGANG AVE 8,12,1985,Y,N,N,N,N,N,HG,110,0,0,0,110,0,0,0,0,0,0,0,0,507 HOUGANG AVE 8,530507
7968,507,JELAPANG RD,16,1996,Y,N,N,Y,N,N,BP,105,0,0,0,45,60,0,0,0,0,0,0,0,507 JELAPANG RD,670507
7969,507,JURONG WEST ST 52,4,1984,Y,Y,N,N,N,N,JW,16,0,0,16,0,0,0,0,0,0,0,0,0,507 JURONG WEST ST 52,640507
7970,507,PASIR RIS ST 52,14,1992,Y,N,N,N,N,N,PRC,47,0,0,0,0,0,47,0,0,0,0,0,0,507 PASIR RIS ST 52,510507
7971,507,SERANGOON NTH AVE 4,11,1995,Y,N,N,N,N,N,SGN,80,0,0,0,40,40,0,0,0,0,0,0,0,507 SERANGOON NTH AVE 4,550507
7972,507,TAMPINES CTRL 1,4,1989,N,N,N,N,Y,N,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0,507 TAMPINES CTRL 1,520507
7973,507,WEST COAST DR,12,1977,Y,N,N,N,N,N,CL,108,0,0,73,33,2,0,0,0,0,0,0,0,507 WEST COAST DR,120507
7974,507,WELLINGTON CIRCLE,1,2000,N,N,N,N,N,Y,SB,0,0,0,0,0,0,0,0,0,0,0,0,0,507 WELLINGTON CIRCLE,750507
7975,507,WOODLANDS DR 14,11,1998,Y,N,N,N,N,N,WL,67,0,0,0,18,49,0,0,0,0,0,0,0,507 WOODLANDS DR 14,730507
7976,507,YISHUN AVE 4,1,2016,N,Y,N,N,N,N,YS,0,0,0,0,0,0,0,0,0,0,0,0,0,507 YISHUN AVE 4,760507
7977,507A,WELLINGTON CIRCLE,12,2000,Y,N,N,Y,N,N,SB,120,0,0,0,44,76,0,0,0,0,0,0,0,507A WELLINGTON CIRCLE,751507
7978,507A,YISHUN AVE 4,13,2016,Y,N,N,N,N,N,YS,84,0,0,20,64,0,0,0,0,0,0,0,0,507A YISHUN AVE 4,761507
7979,507B,WELLINGTON CIRCLE,12,2000,Y,N,N,Y,N,N,SB,110,0,0,0,33,77,0,0,0,0,0,0,0,507B WELLINGTON CIRCLE,752507
7980,507B,YISHUN AVE 4,1,2017,N,N,N,N,N,Y,YS,0,0,0,0,0,0,0,0,0,0,0,0,0,507B YISHUN AVE 4,762507
7981,507C,WELLINGTON CIRCLE,12,2000,Y,N,N,N,N,N,SB,113,0,0,0,47,66,0,0,0,0,0,0,0,507C WELLINGTON CIRCLE,753507
7982,507D,WELLINGTON CIRCLE,12,1999,Y,N,N,Y,N,N,SB,77,0,0,0,0,0,77,0,0,0,0,0,0,507D WELLINGTON CIRCLE,754507
7983,508,ANG MO KIO AVE 8,9,1979,Y,N,N,N,N,N,AMK,160,0,59,0,0,0,0,0,0,0,101,0,0,508 ANG MO KIO AVE 8,560508
7984,508,BEDOK NTH AVE 3,14,1977,Y,N,N,Y,N,N,BD,156,0,0,0,156,0,0,0,0,0,0,0,0,508 BEDOK NTH AVE 3,460508
7985,508,BISHAN ST 11,2,1989,N,Y,N,N,N,N,BH,0,0,0,0,0,0,0,0,0,0,0,0,0,508 BISHAN ST 11,570508
7986,508,BT BATOK ST 52,4,1985,Y,N,N,N,N,N,BB,24,0,0,16,8,0,0,0,0,0,0,0,0,508 BT BATOK ST 52,650508
7987,508,CHOA CHU KANG ST 51,14,1993,Y,N,N,N,N,N,CCK,54,0,0,0,0,54,0,0,0,0,0,0,0,508 CHOA CHU KANG ST 51,680508
7988,508,HOUGANG AVE 10,13,1986,Y,N,N,Y,N,N,HG,84,0,0,0,0,0,84,0,0,0,0,0,0,508 HOUGANG AVE 10,530508
7989,508,JELAPANG RD,16,1997,Y,N,N,N,N,N,BP,138,0,0,0,138,0,0,0,0,0,0,0,0,508 JELAPANG RD,670508
7990,508,JURONG WEST ST 52,4,1984,Y,Y,N,N,N,N,JW,17,0,0,16,0,0,0,0,0,0,0,1,0,508 JURONG WEST ST 52,640508
7991,508,PASIR RIS ST 52,14,1992,Y,N,N,N,N,N,PRC,47,0,0,0,0,0,47,0,0,0,0,0,0,508 PASIR RIS ST 52,510508
7992,508,SERANGOON NTH AVE 4,11,1995,Y,N,N,N,N,N,SGN,110,0,0,0,70,40,0,0,0,0,0,0,0,508 SERANGOON NTH AVE 4,550508
7993,508,TAMPINES CTRL 1,4,1989,Y,N,N,N,N,N,TAP,48,0,0,0,45,3,0,0,0,0,0,0,0,508 TAMPINES CTRL 1,520508
7994,508,WEST COAST DR,14,1977,Y,N,N,N,N,N,CL,153,0,0,110,39,0,3,0,0,0,0,1,0,508 WEST COAST DR,120508
7995,508,WELLINGTON CIRCLE,5,2003,N,N,N,Y,Y,N,SB,0,0,0,0,0,0,0,0,0,0,0,0,0,508 WELLINGTON CIRCLE,750508
7996,508,WOODLANDS DR 14,11,1998,Y,N,N,N,N,N,WL,60,0,0,0,20,40,0,0,0,0,0,0,0,508 WOODLANDS DR 14,730508
7997,508A,WELLINGTON CIRCLE,13,2004,Y,N,N,N,N,N,SB,98,0,0,0,98,0,0,0,0,0,0,0,0,508A WELLINGTON CIRCLE,751508
7998,508A,YISHUN AVE 4,13,2016,Y,N,N,N,N,N,YS,132,0,0,60,72,0,0,0,0,0,0,0,0,508A YISHUN AVE 4,761508
7999,508B,WELLINGTON CIRCLE,13,2003,Y,N,N,N,N,N,SB,100,0,0,0,100,0,0,0,0,0,0,0,0,508B WELLINGTON CIRCLE,752508
8000,508B,YISHUN AVE 4,13,2016,Y,N,N,Y,N,N,YS,144,0,0,0,72,72,0,0,0,0,0,0,0,508B YISHUN AVE 4,762508
8001,508C,WELLINGTON CIRCLE,13,2004,Y,N,N,N,N,N,SB,98,0,0,0,98,0,0,0,0,0,0,0,0,508C WELLINGTON CIRCLE,753508
8002,509,ANG MO KIO AVE 8,12,1979,Y,N,N,Y,N,N,AMK,150,0,0,123,22,1,3,0,0,0,0,1,0,509 ANG MO KIO AVE 8,560509
8003,509,BEDOK NTH ST 3,4,1979,Y,Y,N,N,N,N,BD,62,0,0,54,8,0,0,0,0,0,0,0,0,509 BEDOK NTH ST 3,460509
8004,509,BISHAN ST 11,2,1989,N,Y,N,N,N,N,BH,0,0,0,0,0,0,0,0,0,0,0,0,0,509 BISHAN ST 11,570509
8005,509,BT BATOK ST 52,4,1985,Y,N,N,N,N,N,BB,24,0,0,16,8,0,0,0,0,0,0,0,0,509 BT BATOK ST 52,650509
8006,509,CHOA CHU KANG ST 51,14,1993,Y,N,N,N,N,N,CCK,54,0,0,0,0,54,0,0,0,0,0,0,0,509 CHOA CHU KANG ST 51,680509
8007,509,HOUGANG AVE 10,4,1985,Y,N,N,N,N,N,HG,48,0,0,0,48,0,0,0,0,0,0,0,0,509 HOUGANG AVE 10,530509
8008,509,JELAPANG RD,16,1997,Y,N,N,N,N,N,BP,84,0,0,0,84,0,0,0,0,0,0,0,0,509 JELAPANG RD,670509
8009,509,JURONG WEST ST 51,2,1988,N,Y,N,Y,N,N,JW,0,0,0,0,0,0,0,0,0,0,0,0,0,509 JURONG WEST ST 51,640509
8010,509,PASIR RIS ST 52,14,1993,Y,N,N,N,N,N,PRC,51,0,0,0,0,0,51,0,0,0,0,0,0,509 PASIR RIS ST 52,510509
8011,509,SERANGOON NTH AVE 4,8,1996,Y,Y,N,N,N,N,SGN,87,0,0,0,66,21,0,0,0,0,0,0,0,509 SERANGOON NTH AVE 4,550509
8012,509,TAMPINES CTRL 1,4,1989,Y,N,N,N,N,N,TAP,16,0,0,0,10,6,0,0,0,0,0,0,0,509 TAMPINES CTRL 1,520509
8013,509,WEST COAST DR,14,1977,Y,Y,N,N,N,N,CL,153,0,0,111,39,3,0,0,0,0,0,0,0,509 WEST COAST DR,120509
8014,509,WELLINGTON CIRCLE,1,2004,N,N,N,N,N,Y,SB,0,0,0,0,0,0,0,0,0,0,0,0,0,509 WELLINGTON CIRCLE,750509
8015,509,WOODLANDS DR 14,12,1997,Y,N,N,N,N,N,WL,138,0,0,0,58,58,22,0,0,0,0,0,0,509 WOODLANDS DR 14,730509
8016,509A,BEDOK NTH ST 3,1,1980,N,Y,N,N,N,N,BD,0,0,0,0,0,0,0,0,0,0,0,0,0,509A BEDOK NTH ST 3,461509
8017,509A,WOODLANDS DR 14,5,1997,N,N,N,N,Y,N,WL,0,0,0,0,0,0,0,0,0,0,0,0,0,509A WOODLANDS DR 14,731509
8018,509A,WELLINGTON CIRCLE,13,2003,Y,N,N,N,N,N,SB,100,0,0,0,50,50,0,0,0,0,0,0,0,509A WELLINGTON CIRCLE,751509
8019,509A,YISHUN AVE 4,13,2017,Y,N,N,N,N,N,YS,108,0,0,0,48,60,0,0,0,0,0,0,0,509A YISHUN AVE 4,761509
8020,509B,BEDOK NTH ST 3,15,2001,Y,N,N,Y,N,N,BD,130,0,35,0,0,0,0,0,95,0,0,0,0,509B BEDOK NTH ST 3,462509
8021,509B,WELLINGTON CIRCLE,13,2003,Y,N,N,N,N,N,SB,98,0,0,0,49,49,0,0,0,0,0,0,0,509B WELLINGTON CIRCLE,752509
8022,509B,YISHUN AVE 4,13,2016,Y,N,N,Y,N,N,YS,96,0,0,0,48,48,0,0,0,0,0,0,0,509B YISHUN AVE 4,762509
8023,509C,BEDOK NTH ST 3,1,2002,N,N,N,N,N,Y,BD,0,0,0,0,0,0,0,0,0,0,0,0,0,509C BEDOK NTH ST 3,463509
8024,509C,YISHUN AVE 4,13,2016,Y,N,N,Y,N,N,YS,96,0,0,0,72,24,0,0,0,0,0,0,0,509C YISHUN AVE 4,763509
8025,51,C'WEALTH DR,20,2013,Y,N,N,N,N,N,QT,111,0,19,64,28,0,0,0,0,0,0,0,0,51 C'WEALTH DR,141051
8026,51,CHAI CHEE ST,14,1981,Y,N,N,N,N,N,BD,130,0,0,0,24,106,0,0,0,0,0,0,0,51 CHAI CHEE ST,460051
8027,51,CHIN SWEE RD,20,1973,Y,Y,N,Y,N,N,CT,328,0,0,0,0,0,0,0,0,328,0,0,0,51 CHIN SWEE RD,160051
8028,51,CIRCUIT RD,10,1965,Y,Y,N,N,N,N,GL,100,0,26,16,0,0,0,0,0,0,58,0,0,51 CIRCUIT RD,370051
8029,51,HAVELOCK RD,5,2011,N,Y,N,Y,Y,N,BM,0,0,0,0,0,0,0,0,0,0,0,0,0,51 HAVELOCK RD,161051
8030,51,JLN BAHAGIA,2,1959,Y,N,N,N,N,N,KWN,6,0,0,6,0,0,0,0,0,0,0,0,0,51 JLN BAHAGIA,320051
8031,51,KENT RD,11,1981,Y,N,N,Y,N,N,KWN,100,0,0,0,100,0,0,0,0,0,0,0,0,51 KENT RD,210051
8032,51,LENGKOK BAHRU,12,1986,Y,N,N,Y,N,N,BM,132,0,0,0,74,58,0,0,0,0,0,0,0,51 LENGKOK BAHRU,150051
8033,51,LOR 6 TOA PAYOH,18,1966,Y,Y,N,N,N,N,TP,238,0,66,170,0,0,0,0,0,0,2,0,0,51 LOR 6 TOA PAYOH,310051
8034,51,MARINE TER,16,1974,Y,N,N,N,N,N,MP,270,0,0,0,0,0,0,0,0,0,270,0,0,51 MARINE TER,440051
8035,51,NEW UPP CHANGI RD,16,1977,Y,N,N,Y,N,N,BD,240,0,0,0,240,0,0,0,0,0,0,0,0,51 NEW UPP CHANGI RD,461051
8036,51,OLD AIRPORT RD,2,2007,N,Y,Y,Y,N,N,GL,0,0,0,0,0,0,0,0,0,0,0,0,0,51 OLD AIRPORT RD,390051
8037,51,SIMS DR,25,1976,Y,N,N,N,N,N,GL,96,0,0,0,0,96,0,0,0,0,0,0,0,51 SIMS DR,380051
8038,51,STRATHMORE AVE,30,2005,Y,N,N,N,N,N,QT,176,0,0,0,147,29,0,0,0,0,0,0,0,51 STRATHMORE AVE,140051
8039,51,TEBAN GDNS RD,13,1985,Y,N,N,N,N,N,JE,72,0,0,0,0,0,72,0,0,0,0,0,0,51 TEBAN GDNS RD,600051
8040,51,TELOK BLANGAH DR,13,1977,Y,N,N,Y,N,N,BM,168,0,0,0,168,0,0,0,0,0,0,0,0,51 TELOK BLANGAH DR,100051
8041,51A,TELOK BLANGAH DR,1,2004,N,N,N,N,N,Y,BM,0,0,0,0,0,0,0,0,0,0,0,0,0,51A TELOK BLANGAH DR,101051
8042,510,ANG MO KIO AVE 8,9,1979,Y,N,N,Y,N,N,AMK,160,0,58,0,0,0,0,0,0,0,102,0,0,510 ANG MO KIO AVE 8,560510
8043,510,BEDOK NTH ST 3,4,1979,Y,Y,N,N,N,N,BD,75,0,0,66,6,0,3,0,0,0,0,0,0,510 BEDOK NTH ST 3,460510
8044,510,BISHAN ST 13,3,1989,N,Y,N,N,N,N,BH,0,0,0,0,0,0,0,0,0,0,0,0,0,510 BISHAN ST 13,570510
8045,510,BT BATOK ST 52,9,1986,Y,N,N,Y,N,N,BB,117,0,0,0,77,40,0,0,0,0,0,0,0,510 BT BATOK ST 52,650510
8046,510,CHOA CHU KANG ST 51,14,1993,Y,N,N,N,N,N,CCK,52,0,0,0,0,52,0,0,0,0,0,0,0,510 CHOA CHU KANG ST 51,680510
8047,510,HOUGANG AVE 10,4,1985,Y,N,N,N,N,N,HG,24,0,0,0,24,0,0,0,0,0,0,0,0,510 HOUGANG AVE 10,530510
8048,510,JELAPANG RD,16,1996,Y,N,N,Y,N,N,BP,150,0,0,0,150,0,0,0,0,0,0,0,0,510 JELAPANG RD,670510
8049,510,JURONG WEST ST 52,16,1983,Y,N,N,Y,N,N,JW,151,0,0,72,78,0,1,0,0,0,0,0,0,510 JURONG WEST ST 52,640510
8050,510,PASIR RIS ST 52,18,1993,Y,N,N,N,N,N,PRC,61,0,0,0,0,0,61,0,0,0,0,0,0,510 PASIR RIS ST 52,510510
8051,510,SERANGOON NTH AVE 4,10,1995,Y,N,N,N,N,N,SGN,94,0,0,0,58,36,0,0,0,0,0,0,0,510 SERANGOON NTH AVE 4,550510
8052,510,TAMPINES CTRL 1,4,1990,N,Y,N,N,N,N,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0,510 TAMPINES CTRL 1,520510
8053,510,WEST COAST DR,14,1977,Y,N,N,Y,N,N,CL,155,0,0,115,39,1,0,0,0,0,0,0,0,510 WEST COAST DR,120510
8054,510,WOODLANDS DR 14,12,1997,Y,N,N,N,N,N,WL,138,0,0,0,58,58,22,0,0,0,0,0,0,510 WOODLANDS DR 14,730510
8055,510A,JELAPANG RD,5,1996,N,N,N,N,Y,N,BP,0,0,0,0,0,0,0,0,0,0,0,0,0,510A JELAPANG RD,671510
8056,510A,WELLINGTON CIRCLE,13,2003,Y,N,N,N,N,N,SB,100,0,0,0,100,0,0,0,0,0,0,0,0,510A WELLINGTON CIRCLE,751510
8057,510A,YISHUN ST 51,13,2016,Y,N,N,N,N,N,YS,288,0,0,0,0,0,0,0,0,156,132,0,0,510A YISHUN ST 51,761510
8058,510B,WELLINGTON CIRCLE,13,2004,Y,N,N,Y,N,N,SB,96,0,0,0,48,48,0,0,0,0,0,0,0,510B WELLINGTON CIRCLE,752510
8059,510B,YISHUN ST 51,13,2016,Y,N,N,N,N,N,YS,288,0,0,0,0,0,0,0,0,156,132,0,0,510B YISHUN ST 51,762510
8060,511,ANG MO KIO AVE 8,12,1979,Y,N,N,N,N,N,AMK,110,0,0,0,110,0,0,0,0,0,0,0,0,511 ANG MO KIO AVE 8,560511
8061,511,BEDOK NTH ST 3,1,1979,N,N,Y,N,N,N,BD,0,0,0,0,0,0,0,0,0,0,0,0,0,511 BEDOK NTH ST 3,460511
8062,511,BISHAN ST 13,1,1989,N,Y,N,N,N,N,BH,0,0,0,0,0,0,0,0,0,0,0,0,0,511 BISHAN ST 13,570511
8063,511,BT BATOK ST 52,9,1986,Y,N,N,Y,N,N,BB,117,0,0,0,77,40,0,0,0,0,0,0,0,511 BT BATOK ST 52,650511
8064,511,CANBERRA RD,3,2003,N,Y,Y,N,N,N,SB,0,0,0,0,0,0,0,0,0,0,0,0,0,511 CANBERRA RD,750511
8065,511,CHOA CHU KANG ST 51,14,1993,Y,N,N,Y,N,N,CCK,78,0,0,0,0,78,0,0,0,0,0,0,0,511 CHOA CHU KANG ST 51,680511
8066,511,HOUGANG AVE 10,13,1985,Y,Y,N,N,N,N,HG,144,0,0,96,48,0,0,0,0,0,0,0,0,511 HOUGANG AVE 10,530511
8067,511,JELAPANG RD,16,1996,Y,N,N,Y,N,N,BP,90,0,0,0,60,30,0,0,0,0,0,0,0,511 JELAPANG RD,670511
8068,511,JURONG WEST ST 52,16,1983,Y,N,N,Y,N,N,JW,212,0,0,134,78,0,0,0,0,0,0,0,0,511 JURONG WEST ST 52,640511
8069,511,PASIR RIS ST 52,18,1993,Y,N,N,Y,N,N,PRC,79,0,0,0,27,52,0,0,0,0,0,0,0,511 PASIR RIS ST 52,510511
8070,511,SERANGOON NTH AVE 4,11,1995,Y,N,N,N,N,N,SGN,80,0,0,0,40,40,0,0,0,0,0,0,0,511 SERANGOON NTH AVE 4,550511
8071,511,WEST COAST DR,12,1977,Y,Y,N,Y,N,N,CL,132,0,0,0,132,0,0,0,0,0,0,0,0,511 WEST COAST DR,120511
8072,511,WOODLANDS DR 14,12,1997,Y,N,N,N,N,N,WL,162,0,0,0,74,66,22,0,0,0,0,0,0,511 WOODLANDS DR 14,730511
8073,511,YISHUN ST 51,1,2017,N,N,N,N,N,Y,YS,0,0,0,0,0,0,0,0,0,0,0,0,0,511 YISHUN ST 51,760511
8074,511A,BEDOK NTH ST 3,1,1980,N,Y,N,N,N,N,BD,0,0,0,0,0,0,0,0,0,0,0,0,0,511A BEDOK NTH ST 3,461511
8075,511A,CHOA CHU KANG ST 51,4,1993,N,N,N,N,Y,N,CCK,0,0,0,0,0,0,0,0,0,0,0,0,0,511A CHOA CHU KANG ST 51,681511
8076,511A,PASIR RIS ST 52,1,1994,N,N,N,N,N,Y,PRC,0,0,0,0,0,0,0,0,0,0,0,0,0,511A PASIR RIS ST 52,511511
8077,511A,YISHUN ST 51,13,2016,Y,N,N,N,N,N,YS,144,0,0,24,84,36,0,0,0,0,0,0,0,511A YISHUN ST 51,761511
8078,511B,YISHUN ST 51,13,2016,Y,N,N,N,N,N,YS,120,0,0,0,48,72,0,0,0,0,0,0,0,511B YISHUN ST 51,762511
8079,511C,YISHUN ST 51,13,2016,Y,N,N,N,N,N,YS,84,0,0,60,24,0,0,0,0,0,0,0,0,511C YISHUN ST 51,763511
8080,512,ANG MO KIO AVE 8,12,1979,Y,Y,N,N,N,N,AMK,150,0,0,124,22,1,3,0,0,0,0,0,0,512 ANG MO KIO AVE 8,560512
8081,512,BEDOK NTH AVE 2,11,1978,Y,N,N,N,N,N,BD,140,0,0,0,140,0,0,0,0,0,0,0,0,512 BEDOK NTH AVE 2,460512
8082,512,BISHAN ST 13,3,1990,N,Y,N,Y,N,N,BH,0,0,0,0,0,0,0,0,0,0,0,0,0,512 BISHAN ST 13,570512
8083,512,BT BATOK ST 52,11,1986,Y,N,N,Y,N,N,BB,90,0,0,0,0,0,90,0,0,0,0,0,0,512 BT BATOK ST 52,650512
8084,512,CHOA CHU KANG ST 51,14,1993,Y,N,N,N,N,N,CCK,52,0,0,0,0,52,0,0,0,0,0,0,0,512 CHOA CHU KANG ST 51,680512
8085,512,HOUGANG AVE 10,13,1985,Y,N,N,Y,N,N,HG,161,0,0,0,101,60,0,0,0,0,0,0,0,512 HOUGANG AVE 10,530512
8086,512,JELAPANG RD,14,1996,Y,N,N,N,N,N,BP,94,0,0,0,68,26,0,0,0,0,0,0,0,512 JELAPANG RD,670512
8087,512,PASIR RIS ST 52,14,1993,Y,N,N,N,N,N,PRC,51,0,0,0,13,38,0,0,0,0,0,0,0,512 PASIR RIS ST 52,510512
8088,512,SERANGOON NTH AVE 4,11,1996,Y,N,N,Y,N,N,SGN,80,0,0,0,40,40,0,0,0,0,0,0,0,512 SERANGOON NTH AVE 4,550512
8089,512,WELLINGTON CIRCLE,14,2009,Y,N,N,N,N,N,SB,130,0,0,0,0,0,0,0,0,78,52,0,0,512 WELLINGTON CIRCLE,750512
8090,512,WEST COAST DR,12,1977,Y,N,N,N,N,N,CL,132,0,0,0,132,0,0,0,0,0,0,0,0,512 WEST COAST DR,120512
8091,512,WOODLANDS DR 14,12,1997,Y,N,N,N,N,N,WL,162,0,0,0,74,66,22,0,0,0,0,0,0,512 WOODLANDS DR 14,730512
8092,512,YISHUN ST 51,7,2015,N,N,N,Y,Y,N,YS,0,0,0,0,0,0,0,0,0,0,0,0,0,512 YISHUN ST 51,760512
8093,512A,SERANGOON NTH AVE 4,5,1995,N,N,N,N,Y,N,SGN,0,0,0,0,0,0,0,0,0,0,0,0,0,512A SERANGOON NTH AVE 4,551512
8094,512A,TAMPINES CTRL 1,1,1987,N,Y,N,N,N,N,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0,512A TAMPINES CTRL 1,521512
8095,512A,YISHUN ST 51,13,2016,Y,N,N,N,N,N,YS,110,0,0,38,72,0,0,0,0,0,0,0,0,512A YISHUN ST 51,761512
8096,512B,YISHUN ST 51,13,2016,Y,N,N,Y,N,N,YS,110,0,0,38,72,0,0,0,0,0,0,0,0,512B YISHUN ST 51,762512
8097,512C,YISHUN ST 51,13,2016,Y,N,N,Y,N,N,YS,120,0,0,0,48,72,0,0,0,0,0,0,0,512C YISHUN ST 51,763512
8098,513,ANG MO KIO AVE 8,11,1979,Y,N,N,Y,N,N,AMK,157,0,0,134,20,0,3,0,0,0,0,0,0,513 ANG MO KIO AVE 8,560513
8099,513,BEDOK NTH AVE 2,11,1978,Y,N,N,N,N,N,BD,140,0,0,0,140,0,0,0,0,0,0,0,0,513 BEDOK NTH AVE 2,460513
8100,513,BISHAN ST 13,2,1989,N,Y,N,N,N,N,BH,0,0,0,0,0,0,0,0,0,0,0,0,0,513 BISHAN ST 13,570513
8101,513,BT BATOK ST 52,4,1986,Y,N,N,N,N,N,BB,24,0,0,0,18,6,0,0,0,0,0,0,0,513 BT BATOK ST 52,650513
8102,513,CHOA CHU KANG ST 51,14,1993,Y,N,N,N,N,N,CCK,52,0,0,0,0,52,0,0,0,0,0,0,0,513 CHOA CHU KANG ST 51,680513
8103,513,HOUGANG AVE 10,12,1985,Y,N,N,N,N,N,HG,114,0,0,0,74,40,0,0,0,0,0,0,0,513 HOUGANG AVE 10,530513
8104,513,JELAPANG RD,15,1997,Y,N,N,N,N,N,BP,66,0,0,0,24,28,14,0,0,0,0,0,0,513 JELAPANG RD,670513
8105,513,JURONG WEST ST 52,14,1983,Y,N,N,Y,N,N,JW,128,0,0,62,66,0,0,0,0,0,0,0,0,513 JURONG WEST ST 52,640513
8106,513,PASIR RIS ST 52,14,1993,Y,N,N,N,N,N,PRC,69,0,0,0,35,34,0,0,0,0,0,0,0,513 PASIR RIS ST 52,510513
8107,513,TAMPINES CTRL 1,1,1988,N,Y,N,N,N,N,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0,513 TAMPINES CTRL 1,520513
8108,513,WELLINGTON CIRCLE,14,2009,Y,N,N,Y,N,N,SB,156,0,50,0,0,0,0,0,0,91,15,0,0,513 WELLINGTON CIRCLE,750513
8109,513,WEST COAST RD,14,1979,Y,N,N,N,N,N,CL,206,0,0,178,26,1,1,0,0,0,0,0,0,513 WEST COAST RD,120513
8110,513,WOODLANDS DR 14,12,1998,Y,N,N,N,N,N,WL,162,0,0,0,74,66,22,0,0,0,0,0,0,513 WOODLANDS DR 14,730513
8111,513,YISHUN ST 51,6,2016,N,Y,N,N,Y,N,YS,0,0,0,0,0,0,0,0,0,0,0,0,0,513 YISHUN ST 51,760513
8112,513A,BEDOK NTH AVE 2,3,2007,N,N,N,N,Y,N,BD,0,0,0,0,0,0,0,0,0,0,0,0,0,513A BEDOK NTH AVE 2,461513
8113,513A,CHOA CHU KANG ST 51,5,1993,N,N,N,N,Y,N,CCK,0,0,0,0,0,0,0,0,0,0,0,0,0,513A CHOA CHU KANG ST 51,681513
